token_id,dst_rank,arrival_cycle,enqueue_cycle,dispatch_cycle,completion_cycle,queue_delay,total_latency,queue_depth_at_enqueue,aggregation_size,credit_stalled
0,1,0,0,16208,19044,16208,19044,1,1,false
1,1,0,0,19044,21880,19044,21880,2,1,false
2,1,0,0,21880,24460,21880,24460,3,1,false
3,1,0,0,24460,27040,24460,27040,4,1,false
4,2,0,0,418308,421144,418308,421144,1,1,false
5,2,0,0,421144,423980,421144,423980,2,1,false
6,2,0,0,423980,426560,423980,426560,3,1,false
7,2,0,0,426560,429140,426560,429140,4,1,false
8,2,0,0,429140,430696,429140,430696,5,1,false
9,2,0,0,430696,431996,430696,431996,6,1,false
10,2,0,0,431996,433296,431996,433296,7,1,false
11,2,0,0,433296,434596,433296,434596,8,1,false
12,2,0,0,434596,436152,434596,436152,9,1,false
13,2,0,0,436152,437452,436152,437452,10,1,false
14,2,0,0,437452,438752,437452,438752,11,1,false
15,2,0,0,438752,440052,438752,440052,12,1,false
16,2,0,0,440052,441608,440052,441608,13,1,false
17,2,0,0,441608,442908,441608,442908,14,1,false
18,2,0,0,442908,444208,442908,444208,15,1,false
19,2,0,0,444208,445508,444208,445508,16,1,false
20,2,0,0,445508,447064,445508,447064,17,1,false
21,2,0,0,447064,448364,447064,448364,18,1,false
22,2,0,0,448364,449664,448364,449664,19,1,false
23,2,0,0,449664,450964,449664,450964,20,1,false
24,2,0,0,450964,454568,450964,454568,21,1,false
25,2,0,0,454568,457916,454568,457916,22,1,false
26,2,0,0,457916,461264,457916,461264,23,1,false
27,2,0,0,461264,464612,461264,464612,24,1,false
28,1,0,0,27040,30644,27040,30644,5,1,false
29,1,0,0,30644,33992,30644,33992,6,1,false
30,1,0,0,33992,37340,33992,37340,7,1,false
31,1,0,0,37340,40688,37340,40688,8,1,false
32,1,0,0,40688,43524,40688,43524,9,1,false
33,1,0,0,43524,46360,43524,46360,10,1,false
34,1,0,0,46360,48940,46360,48940,11,1,false
35,1,0,0,48940,51520,48940,51520,12,1,false
36,1,0,0,51520,54356,51520,54356,13,1,false
37,1,0,0,54356,57192,54356,57192,14,1,false
38,1,0,0,57192,59772,57192,59772,15,1,false
39,1,0,0,59772,62352,59772,62352,16,1,false
40,1,0,0,62352,65956,62352,65956,17,1,false
41,1,0,0,65956,69304,65956,69304,18,1,false
42,1,0,0,69304,72652,69304,72652,19,1,false
43,1,0,0,72652,76000,72652,76000,20,1,false
44,2,0,0,464612,467448,464612,467448,25,1,false
45,2,0,0,467448,470284,467448,470284,26,1,false
46,2,0,0,470284,472864,470284,472864,27,1,false
47,2,0,0,472864,475444,472864,475444,28,1,false
48,2,0,0,475444,478280,475444,478280,29,1,false
49,2,0,0,478280,481116,478280,481116,30,1,false
50,2,0,0,481116,483696,481116,483696,31,1,false
51,2,0,0,483696,486276,483696,486276,32,1,false
52,1,0,0,76000,78836,76000,78836,21,1,false
53,1,0,0,78836,81672,78836,81672,22,1,false
54,1,0,0,81672,84252,81672,84252,23,1,false
55,1,0,0,84252,86832,84252,86832,24,1,false
56,1,0,0,86832,89668,86832,89668,25,1,false
57,1,0,0,89668,92504,89668,92504,26,1,false
58,1,0,0,92504,95084,92504,95084,27,1,false
59,1,0,0,95084,97664,95084,97664,28,1,false
60,1,0,0,97664,99220,97664,99220,29,1,false
61,1,0,0,99220,100520,99220,100520,30,1,false
62,1,0,0,100520,101820,100520,101820,31,1,false
63,1,0,0,101820,103120,101820,103120,32,1,false
64,1,0,0,103120,105956,103120,105956,33,1,false
65,1,0,0,105956,108792,105956,108792,34,1,false
66,1,0,0,108792,111628,108792,111628,35,1,false
67,1,0,0,111628,114208,111628,114208,36,1,false
68,0,0,0,0,4116,0,4116,1,1,false
69,0,0,0,4116,8232,4116,8232,2,1,false
70,0,0,0,8232,12348,8232,12348,3,1,false
71,0,0,0,12348,16208,12348,16208,4,1,false
72,1,0,0,114208,116276,114208,116276,37,1,false
73,1,0,0,116276,118344,116276,118344,38,1,false
74,1,0,0,118344,120412,118344,120412,39,1,false
75,1,0,0,120412,122224,120412,122224,40,1,false
76,1,0,0,122224,126340,122224,126340,41,1,false
77,1,0,0,126340,130456,126340,130456,42,1,false
78,1,0,0,130456,134572,130456,134572,43,1,false
79,1,0,0,134572,138432,134572,138432,44,1,false
80,1,0,0,138432,141268,138432,141268,45,1,false
81,1,0,0,141268,144104,141268,144104,46,1,false
82,1,0,0,144104,146684,144104,146684,47,1,false
83,1,0,0,146684,149264,146684,149264,48,1,false
84,2,0,0,486276,489112,486276,489112,33,1,false
85,2,0,0,489112,491948,489112,491948,34,1,false
86,2,0,0,491948,494528,491948,494528,35,1,false
87,2,0,0,494528,497108,494528,497108,36,1,false
88,1,0,0,149264,152100,149264,152100,49,1,false
89,1,0,0,152100,154936,152100,154936,50,1,false
90,1,0,0,154936,157516,154936,157516,51,1,false
91,1,0,0,157516,160096,157516,160096,52,1,false
92,2,0,0,497108,499944,497108,499944,37,1,false
93,2,0,0,499944,502780,499944,502780,38,1,false
94,2,0,0,502780,505360,502780,505360,39,1,false
95,2,0,0,505360,507940,505360,507940,40,1,false
96,2,0,0,507940,512056,507940,512056,41,1,false
97,2,0,0,512056,516172,512056,516172,42,1,false
98,2,0,0,516172,520032,516172,520032,43,1,false
99,2,0,0,520032,523892,520032,523892,44,1,false
100,1,0,0,160096,163700,160096,163700,53,1,false
101,1,0,0,163700,167048,163700,167048,54,1,false
102,1,0,0,167048,170396,167048,170396,55,1,false
103,1,0,0,170396,173744,170396,173744,56,1,false
104,1,0,0,173744,175812,173744,175812,57,1,false
105,1,0,0,175812,177880,175812,177880,58,1,false
106,1,0,0,177880,179948,177880,179948,59,1,false
107,1,0,0,179948,182016,179948,182016,60,1,false
108,2,0,0,523892,529544,523892,529544,45,1,false
109,2,0,0,529544,535196,529544,535196,46,1,false
110,2,0,0,535196,540592,535196,540592,47,1,false
111,2,0,0,540592,545988,540592,545988,48,1,false
112,1,0,0,182016,185620,182016,185620,61,1,false
113,1,0,0,185620,188968,185620,188968,62,1,false
114,1,0,0,188968,192316,188968,192316,63,1,false
115,1,0,0,192316,195664,192316,195664,64,1,false
116,2,0,0,545988,548824,545988,548824,49,1,false
117,2,0,0,548824,551660,548824,551660,50,1,false
118,2,0,0,551660,554240,551660,554240,51,1,false
119,2,0,0,554240,556820,554240,556820,52,1,false
120,2,0,0,556820,559656,556820,559656,53,1,false
121,2,0,0,559656,562492,559656,562492,54,1,false
122,2,0,0,562492,565072,562492,565072,55,1,false
123,2,0,0,565072,567652,565072,567652,56,1,false
124,1,0,0,195664,198500,195664,198500,65,1,false
125,1,0,0,198500,201336,198500,201336,66,1,false
126,1,0,0,201336,203916,201336,203916,67,1,false
127,1,0,0,203916,206496,203916,206496,68,1,false
128,2,0,0,567652,570488,567652,570488,57,1,false
129,2,0,0,570488,573324,570488,573324,58,1,false
130,2,0,0,573324,575904,573324,575904,59,1,false
131,2,0,0,575904,578484,575904,578484,60,1,false
132,1,0,0,206496,209332,206496,209332,69,1,false
133,1,0,0,209332,212168,209332,212168,70,1,false
134,1,0,0,212168,214748,212168,214748,71,1,false
135,1,0,0,214748,217328,214748,217328,72,1,false
136,1,0,0,217328,220676,217328,220676,73,1,false
137,1,0,0,220676,224024,220676,224024,74,1,false
138,1,0,0,224024,227372,224024,227372,75,1,false
139,1,0,0,227372,230720,227372,230720,76,1,false
140,2,0,0,578484,581320,578484,581320,61,1,false
141,2,0,0,581320,584156,581320,584156,62,1,false
142,2,0,0,584156,586736,584156,586736,63,1,false
143,2,0,0,586736,589316,586736,589316,64,1,false
144,1,0,0,230720,234324,230720,234324,77,1,false
145,1,0,0,234324,237672,234324,237672,78,1,false
146,1,0,0,237672,241020,237672,241020,79,1,false
147,1,0,0,241020,244368,241020,244368,80,1,false
148,1,0,0,244368,247972,244368,247972,81,1,false
149,1,0,0,247972,251320,247972,251320,82,1,false
150,1,0,0,251320,254668,251320,254668,83,1,false
151,1,0,0,254668,258016,254668,258016,84,1,false
152,1,0,0,258016,261620,258016,261620,85,1,false
153,1,0,0,261620,264968,261620,264968,86,1,false
154,1,0,0,264968,268316,264968,268316,87,1,false
155,1,0,0,268316,271664,268316,271664,88,1,false
156,1,0,0,271664,274500,271664,274500,89,1,false
157,1,0,0,274500,277336,274500,277336,90,1,false
158,1,0,0,277336,279916,277336,279916,91,1,false
159,1,0,0,279916,282496,279916,282496,92,1,false
160,2,0,0,589316,592152,589316,592152,65,1,false
161,2,0,0,592152,594988,592152,594988,66,1,false
162,2,0,0,594988,597568,594988,597568,67,1,false
163,2,0,0,597568,600148,597568,600148,68,1,false
164,1,0,0,282496,285332,282496,285332,93,1,false
165,1,0,0,285332,288168,285332,288168,94,1,false
166,1,0,0,288168,290748,288168,290748,95,1,false
167,1,0,0,290748,293328,290748,293328,96,1,false
168,2,0,0,600148,602984,600148,602984,69,1,false
169,2,0,0,602984,605820,602984,605820,70,1,false
170,2,0,0,605820,608400,605820,608400,71,1,false
171,2,0,0,608400,610980,608400,610980,72,1,false
172,2,0,0,610980,614584,610980,614584,73,1,false
173,2,0,0,614584,617932,614584,617932,74,1,false
174,2,0,0,617932,621280,617932,621280,75,1,false
175,2,0,0,621280,624628,621280,624628,76,1,false
176,1,0,0,293328,297444,293328,297444,97,1,false
177,1,0,0,297444,301560,297444,301560,98,1,false
178,1,0,0,301560,305676,301560,305676,99,1,false
179,1,0,0,305676,309536,305676,309536,100,1,false
180,1,0,0,309536,312884,309536,312884,101,1,false
181,1,0,0,312884,316232,312884,316232,102,1,false
182,1,0,0,316232,319580,316232,319580,103,1,false
183,1,0,0,319580,322928,319580,322928,104,1,false
184,1,0,0,322928,326276,322928,326276,105,1,false
185,1,0,0,326276,329624,326276,329624,106,1,false
186,1,0,0,329624,332972,329624,332972,107,1,false
187,1,0,0,332972,336320,332972,336320,108,1,false
188,2,0,0,624628,624904,624628,624904,77,1,false
189,2,0,0,624904,627740,624904,627740,78,1,false
190,2,0,0,627740,630576,627740,630576,79,1,false
191,2,0,0,630576,633156,630576,633156,80,1,false
192,2,0,0,633156,635736,633156,635736,81,1,false
193,2,0,0,635736,640108,635736,640108,82,1,false
194,2,0,0,640108,644480,640108,644480,83,1,false
195,2,0,0,644480,648852,644480,648852,84,1,false
196,2,0,0,648852,653224,648852,653224,85,1,false
197,2,0,0,653224,656060,653224,656060,86,1,false
198,2,0,0,656060,658896,656060,658896,87,1,false
199,2,0,0,658896,661476,658896,661476,88,1,false
200,2,0,0,661476,664056,661476,664056,89,1,false
201,1,0,0,336320,339924,336320,339924,109,1,false
202,1,0,0,339924,343272,339924,343272,110,1,false
203,1,0,0,343272,346620,343272,346620,111,1,false
204,1,0,0,346620,349968,346620,349968,112,1,false
205,1,0,0,349968,350244,349968,350244,113,1,false
206,2,0,0,664056,666892,664056,666892,90,1,false
207,2,0,0,666892,669728,666892,669728,91,1,false
208,2,0,0,669728,672308,669728,672308,92,1,false
209,2,0,0,672308,674888,672308,674888,93,1,false
210,1,0,0,350244,353848,350244,353848,114,1,false
211,1,0,0,353848,357196,353848,357196,115,1,false
212,1,0,0,357196,360544,357196,360544,116,1,false
213,1,0,0,360544,363892,360544,363892,117,1,false
214,2,0,0,674888,678492,674888,678492,94,1,false
215,2,0,0,678492,681840,678492,681840,95,1,false
216,2,0,0,681840,685188,681840,685188,96,1,false
217,2,0,0,685188,688536,685188,688536,97,1,false
218,1,0,0,363892,367496,363892,367496,118,1,false
219,1,0,0,367496,370844,367496,370844,119,1,false
220,1,0,0,370844,374192,370844,374192,120,1,false
221,1,0,0,374192,377540,374192,377540,121,1,false
222,2,0,0,688536,692652,688536,692652,98,1,false
223,2,0,0,692652,696768,692652,696768,99,1,false
224,2,0,0,696768,700884,696768,700884,100,1,false
225,2,0,0,700884,704744,700884,704744,101,1,false
226,1,0,0,377540,379608,377540,379608,122,1,false
227,1,0,0,379608,381676,379608,381676,123,1,false
228,1,0,0,381676,383744,381676,383744,124,1,false
229,1,0,0,383744,385812,383744,385812,125,1,false
230,2,0,0,704744,707580,704744,707580,102,1,false
231,2,0,0,707580,710416,707580,710416,103,1,false
232,2,0,0,710416,712996,710416,712996,104,1,false
233,2,0,0,712996,715576,712996,715576,105,1,false
234,1,0,0,385812,388648,385812,388648,126,1,false
235,1,0,0,388648,391484,388648,391484,127,1,false
236,1,0,0,391484,394064,391484,394064,128,1,false
237,1,0,0,394064,396644,394064,396644,129,1,false
238,2,0,0,715576,718412,715576,718412,106,1,false
239,2,0,0,718412,721248,718412,721248,107,1,false
240,2,0,0,721248,723828,721248,723828,108,1,false
241,2,0,0,723828,726408,723828,726408,109,1,false
242,2,0,0,726408,730780,726408,730780,110,1,false
243,2,0,0,730780,734896,730780,734896,111,1,false
244,2,0,0,734896,739012,734896,739012,112,1,false
245,2,0,0,739012,743128,739012,743128,113,1,false
246,2,0,0,743128,745964,743128,745964,114,1,false
247,2,0,0,745964,748800,745964,748800,115,1,false
248,2,0,0,748800,751380,748800,751380,116,1,false
249,2,0,0,751380,753960,751380,753960,117,1,false
250,1,0,0,396644,399480,396644,399480,130,1,false
251,1,0,0,399480,402316,399480,402316,131,1,false
252,1,0,0,402316,404896,402316,404896,132,1,false
253,1,0,0,404896,407476,404896,407476,133,1,false
254,2,0,0,753960,756796,753960,756796,118,1,false
255,2,0,0,756796,759632,756796,759632,119,1,false
256,2,0,0,759632,762212,759632,762212,120,1,false
257,2,0,0,762212,764792,762212,764792,121,1,false
258,1,0,0,407476,410312,407476,410312,134,1,false
259,1,0,0,410312,413148,410312,413148,135,1,false
260,1,0,0,413148,415728,413148,415728,136,1,false
261,1,0,0,415728,418308,415728,418308,137,1,false
262,2,0,0,764792,767628,764792,767628,122,1,false
263,2,0,0,767628,770464,767628,770464,123,1,false
264,2,0,0,770464,773044,770464,773044,124,1,false
265,2,0,0,773044,775624,773044,775624,125,1,false
266,1,2176,2176,775624,776412,773448,774236,138,1,false
267,1,2176,2176,776412,777200,774236,775024,139,1,false
268,1,2176,2176,777200,777988,775024,775812,140,1,false
269,1,2176,2176,777988,778520,775812,776344,141,1,false
270,3,59360,59360,778520,780588,719160,721228,1,1,false
271,3,59360,59360,780588,782656,721228,723296,2,1,false
272,3,59360,59360,782656,784724,723296,725364,3,1,false
273,3,59360,59360,784724,786792,725364,727432,4,1,false
274,3,60160,60160,786792,790908,726632,730748,5,1,false
275,3,60160,60160,790908,795024,730748,734864,6,1,false
276,3,60160,60160,795024,799140,734864,738980,7,1,false
277,3,60160,60160,799140,803000,738980,742840,8,1,false
278,2,62816,62816,803000,806604,740184,743788,126,1,false
279,2,62816,62816,806604,809952,743788,747136,127,1,false
280,2,62816,62816,809952,813300,747136,750484,128,1,false
281,2,62816,62816,813300,816648,750484,753832,129,1,false
282,0,63392,63392,816648,818716,753256,755324,1,1,false
283,0,63392,63392,818716,820784,755324,757392,2,1,false
284,0,63392,63392,820784,822852,757392,759460,3,1,false
285,0,63392,63392,822852,824920,759460,761528,4,1,false
286,0,63456,63456,824920,825708,761464,762252,5,1,false
287,0,63456,63456,825708,826496,762252,763040,6,1,false
288,0,63456,63456,826496,827284,763040,763828,7,1,false
289,0,63456,63456,827284,827816,763828,764360,8,1,false
290,0,63520,63520,827816,829884,764296,766364,9,1,false
291,0,63520,63520,829884,831952,766364,768432,10,1,false
292,0,63520,63520,831952,834020,768432,770500,11,1,false
293,0,63520,63520,834020,836088,770500,772568,12,1,false
294,2,63617,63617,836088,838924,772471,775307,130,1,false
295,2,63617,63617,838924,841760,775307,778143,131,1,false
296,2,63617,63617,841760,844340,778143,780723,132,1,false
297,2,63617,63617,844340,846920,780723,783303,133,1,false
298,0,63680,63680,846920,847708,783240,784028,13,1,false
299,0,63680,63680,847708,848496,784028,784816,14,1,false
300,0,63680,63680,848496,849284,784816,785604,15,1,false
301,0,63680,63680,849284,849816,785604,786136,16,1,false
302,0,63872,63872,849816,851372,785944,787500,17,1,false
303,0,63872,63872,851372,852672,787500,788800,18,1,false
304,0,63872,63872,852672,853972,788800,790100,19,1,false
305,0,63872,63872,853972,855272,790100,791400,20,1,false
306,0,63873,63873,855272,856060,791399,792187,21,1,false
307,0,63873,63873,856060,856848,792187,792975,22,1,false
308,0,63873,63873,856848,857636,792975,793763,23,1,false
309,0,63873,63873,857636,858168,793763,794295,24,1,false
310,0,64065,64065,858168,859724,794103,795659,25,1,false
311,0,64065,64065,859724,861024,795659,796959,26,1,false
312,0,64065,64065,861024,862324,796959,798259,27,1,false
313,0,64065,64065,862324,863624,798259,799559,28,1,false
314,2,64096,64096,863624,865180,799528,801084,134,1,false
315,2,64096,64096,865180,866480,801084,802384,135,1,false
316,2,64096,64096,866480,867780,802384,803684,136,1,false
317,2,64096,64096,867780,869080,803684,804984,137,1,false
318,0,64128,64128,869080,869868,804952,805740,29,1,false
319,0,64128,64128,869868,870656,805740,806528,30,1,false
320,0,64128,64128,870656,871444,806528,807316,31,1,false
321,0,64128,64128,871444,871976,807316,807848,32,1,false
322,0,64192,64192,871976,873532,807784,809340,33,1,false
323,0,64192,64192,873532,874832,809340,810640,34,1,false
324,0,64192,64192,874832,876132,810640,811940,35,1,false
325,0,64192,64192,876132,877432,811940,813240,36,1,false
326,0,64224,64224,877432,878220,813208,813996,37,1,false
327,0,64224,64224,878220,879008,813996,814784,38,1,false
328,0,64224,64224,879008,879796,814784,815572,39,1,false
329,0,64224,64224,879796,880328,815572,816104,40,1,false
330,0,64288,64288,880328,881116,816040,816828,41,1,false
331,0,64288,64288,881116,881904,816828,817616,42,1,false
332,0,64288,64288,881904,882692,817616,818404,43,1,false
333,0,64288,64288,882692,883224,818404,818936,44,1,false
334,2,64352,64352,883224,885292,818872,820940,138,1,false
335,2,64352,64352,885292,887360,820940,823008,139,1,false
336,2,64352,64352,887360,889428,823008,825076,140,1,false
337,2,64352,64352,889428,891496,825076,827144,141,1,false
338,0,64384,64384,891496,893564,827112,829180,45,1,false
339,0,64384,64384,893564,895632,829180,831248,46,1,false
340,0,64384,64384,895632,897700,831248,833316,47,1,false
341,0,64384,64384,897700,899768,833316,835384,48,1,false
342,2,64385,64385,899768,900044,835383,835659,142,1,false
343,0,64480,64480,900044,900832,835564,836352,49,1,false
344,0,64480,64480,900832,901620,836352,837140,50,1,false
345,0,64480,64480,901620,902408,837140,837928,51,1,false
346,0,64480,64480,902408,902940,837928,838460,52,1,false
347,3,64480,64480,902940,905008,838460,840528,9,1,false
348,3,64480,64480,905008,907076,840528,842596,10,1,false
349,3,64480,64480,907076,909144,842596,844664,11,1,false
350,3,64480,64480,909144,911212,844664,846732,12,1,false
351,2,64512,64512,911212,912768,846700,848256,143,1,false
352,2,64512,64512,912768,914068,848256,849556,144,1,false
353,2,64512,64512,914068,915368,849556,850856,145,1,false
354,2,64512,64512,915368,916668,850856,852156,146,1,false
355,3,64544,64544,919564,922400,855020,857856,13,1,false
356,3,64544,64544,922400,925236,857856,860692,14,1,false
357,3,64544,64544,925236,927816,860692,863272,15,1,false
358,3,64544,64544,927816,930396,863272,865852,16,1,false
359,0,64544,64544,916668,917456,852124,852912,53,1,false
360,0,64544,64544,917456,918244,852912,853700,54,1,false
361,0,64544,64544,918244,919032,853700,854488,55,1,false
362,0,64544,64544,919032,919564,854488,855020,56,1,false
363,0,64545,64545,930396,931952,865851,867407,57,1,false
364,0,64545,64545,931952,933252,867407,868707,58,1,false
365,0,64545,64545,933252,934552,868707,870007,59,1,false
366,0,64545,64545,934552,935852,870007,871307,60,1,false
367,0,64577,64577,935852,938688,871275,874111,61,1,false
368,0,64577,64577,938688,941524,874111,876947,62,1,false
369,0,64577,64577,941524,944104,876947,879527,63,1,false
370,0,64577,64577,944104,946684,879527,882107,64,1,false
371,0,64608,64608,946684,947472,882076,882864,65,1,false
372,0,64608,64608,947472,948260,882864,883652,66,1,false
373,0,64608,64608,948260,949048,883652,884440,67,1,false
374,0,64608,64608,949048,949580,884440,884972,68,1,false
375,0,64608,64608,949580,951648,884972,887040,69,1,false
376,0,64608,64608,951648,953716,887040,889108,70,1,false
377,0,64608,64608,953716,955784,889108,891176,71,1,false
378,0,64608,64608,955784,957852,891176,893244,72,1,false
379,3,64609,64609,957852,959920,893243,895311,17,1,false
380,3,64609,64609,959920,961988,895311,897379,18,1,false
381,3,64609,64609,961988,963800,897379,899191,19,1,false
382,3,64609,64609,963800,965612,899191,901003,20,1,false
383,0,64672,64672,965612,966400,900940,901728,73,1,false
384,0,64672,64672,966400,967188,901728,902516,74,1,false
385,0,64672,64672,967188,967976,902516,903304,75,1,false
386,0,64672,64672,967976,968508,903304,903836,76,1,false
387,0,64704,64704,968508,970576,903804,905872,77,1,false
388,0,64704,64704,970576,972644,905872,907940,78,1,false
389,0,64704,64704,972644,974712,907940,910008,79,1,false
390,0,64704,64704,974712,976780,910008,912076,80,1,false
391,1,64736,64736,982236,982512,917500,917776,125,1,false
392,0,64736,64736,976780,978336,912044,913600,81,1,false
393,0,64736,64736,978336,979636,913600,914900,82,1,false
394,0,64736,64736,979636,980936,914900,916200,83,1,false
395,0,64736,64736,980936,982236,916200,917500,84,1,false
396,0,64737,64737,982512,984068,917775,919331,85,1,false
397,0,64737,64737,984068,985368,919331,920631,86,1,false
398,0,64737,64737,985368,986668,920631,921931,87,1,false
399,0,64737,64737,986668,987968,921931,923231,88,1,false
400,0,64768,64768,987968,989524,923200,924756,89,1,false
401,0,64768,64768,989524,990824,924756,926056,90,1,false
402,0,64768,64768,990824,992124,926056,927356,91,1,false
403,0,64768,64768,992124,993424,927356,928656,92,1,false
404,0,64768,64768,993424,994980,928656,930212,93,1,false
405,0,64768,64768,994980,996280,930212,931512,94,1,false
406,0,64768,64768,996280,997580,931512,932812,95,1,false
407,0,64768,64768,997580,998880,932812,934112,96,1,false
408,0,64800,64800,998880,1000948,934080,936148,97,1,false
409,0,64800,64800,1000948,1003016,936148,938216,98,1,false
410,0,64800,64800,1003016,1005084,938216,940284,99,1,false
411,0,64800,64800,1005084,1007152,940284,942352,100,1,false
412,0,64800,64800,1007152,1009988,942352,945188,101,1,false
413,0,64800,64800,1009988,1012824,945188,948024,102,1,false
414,0,64800,64800,1012824,1015404,948024,950604,103,1,false
415,0,64800,64800,1015404,1017984,950604,953184,104,1,false
416,0,64800,64800,1017984,1018772,953184,953972,105,1,false
417,0,64800,64800,1018772,1019560,953972,954760,106,1,false
418,0,64800,64800,1019560,1020348,954760,955548,107,1,false
419,0,64800,64800,1020348,1020880,955548,956080,108,1,false
420,0,64800,64800,1020880,1022948,956080,958148,109,1,false
421,0,64800,64800,1022948,1025016,958148,960216,110,1,false
422,0,64800,64800,1025016,1027084,960216,962284,111,1,false
423,0,64800,64800,1027084,1029152,962284,964352,112,1,false
424,2,64801,64801,1029152,1030708,964351,965907,147,1,false
425,2,64801,64801,1030708,1032008,965907,967207,148,1,false
426,2,64801,64801,1032008,1033308,967207,968507,149,1,false
427,2,64801,64801,1033308,1034608,968507,969807,150,1,false
428,0,64832,64832,1034608,1036164,969776,971332,113,1,false
429,0,64832,64832,1036164,1037464,971332,972632,114,1,false
430,0,64832,64832,1037464,1038764,972632,973932,115,1,false
431,0,64832,64832,1038764,1040064,973932,975232,116,1,false
432,0,64832,64832,1040064,1042132,975232,977300,117,1,false
433,0,64832,64832,1042132,1044200,977300,979368,118,1,false
434,0,64832,64832,1044200,1046268,979368,981436,119,1,false
435,0,64832,64832,1046268,1048336,981436,983504,120,1,false
436,3,64833,64833,1048336,1050404,983503,985571,21,1,false
437,3,64833,64833,1050404,1052472,985571,987639,22,1,false
438,3,64833,64833,1052472,1054540,987639,989707,23,1,false
439,3,64833,64833,1054540,1056608,989707,991775,24,1,false
440,0,64864,64864,1056608,1058164,991744,993300,121,1,false
441,0,64864,64864,1058164,1059464,993300,994600,122,1,false
442,0,64864,64864,1059464,1060764,994600,995900,123,1,false
443,0,64864,64864,1060764,1062064,995900,997200,124,1,false
444,0,64896,64896,1062064,1064132,997168,999236,125,1,false
445,0,64896,64896,1064132,1066200,999236,1001304,126,1,false
446,0,64896,64896,1066200,1068268,1001304,1003372,127,1,false
447,0,64896,64896,1068268,1070336,1003372,1005440,128,1,false
448,0,64896,64896,1070336,1071124,1005440,1006228,129,1,false
449,0,64896,64896,1071124,1071912,1006228,1007016,130,1,false
450,0,64896,64896,1071912,1072700,1007016,1007804,131,1,false
451,0,64896,64896,1072700,1073232,1007804,1008336,132,1,false
452,0,64928,64928,1073232,1074788,1008304,1009860,133,1,false
453,0,64928,64928,1074788,1076088,1009860,1011160,134,1,false
454,0,64928,64928,1076088,1077388,1011160,1012460,135,1,false
455,0,64928,64928,1077388,1078688,1012460,1013760,136,1,false
456,0,64928,64928,1078688,1080244,1013760,1015316,137,1,false
457,0,64928,64928,1080244,1081544,1015316,1016616,138,1,false
458,0,64928,64928,1081544,1082844,1016616,1017916,139,1,false
459,0,64928,64928,1082844,1084144,1017916,1019216,140,1,false
460,0,64928,64928,1084144,1084932,1019216,1020004,141,1,false
461,0,64928,64928,1084932,1085720,1020004,1020792,142,1,false
462,0,64928,64928,1085720,1086508,1020792,1021580,143,1,false
463,0,64928,64928,1086508,1087040,1021580,1022112,144,1,false
464,0,64929,64929,1087040,1089108,1022111,1024179,145,1,false
465,0,64929,64929,1089108,1091176,1024179,1026247,146,1,false
466,0,64929,64929,1091176,1093244,1026247,1028315,147,1,false
467,0,64929,64929,1093244,1095312,1028315,1030383,148,1,false
468,0,64960,64960,1095312,1096100,1030352,1031140,149,1,false
469,0,64960,64960,1096100,1096888,1031140,1031928,150,1,false
470,0,64960,64960,1096888,1097676,1031928,1032716,151,1,false
471,0,64960,64960,1097676,1098208,1032716,1033248,152,1,false
472,3,64960,64960,1109376,1111444,1044416,1046484,25,1,false
473,3,64960,64960,1111444,1113512,1046484,1048552,26,1,false
474,3,64960,64960,1113512,1115580,1048552,1050620,27,1,false
475,3,64960,64960,1115580,1117648,1050620,1052688,28,1,false
476,0,64960,64960,1098208,1100276,1033248,1035316,153,1,false
477,0,64960,64960,1100276,1102344,1035316,1037384,154,1,false
478,0,64960,64960,1102344,1104412,1037384,1039452,155,1,false
479,0,64960,64960,1104412,1106480,1039452,1041520,156,1,false
480,0,64960,64960,1106480,1107268,1041520,1042308,157,1,false
481,0,64960,64960,1107268,1108056,1042308,1043096,158,1,false
482,0,64960,64960,1108056,1108844,1043096,1043884,159,1,false
483,0,64960,64960,1108844,1109376,1043884,1044416,160,1,false
484,2,64992,64992,1117648,1119204,1052656,1054212,151,1,false
485,2,64992,64992,1119204,1120504,1054212,1055512,152,1,false
486,2,64992,64992,1120504,1121804,1055512,1056812,153,1,false
487,2,64992,64992,1121804,1123104,1056812,1058112,154,1,false
488,0,65024,65024,1123104,1123892,1058080,1058868,161,1,false
489,0,65024,65024,1123892,1124680,1058868,1059656,162,1,false
490,0,65024,65024,1124680,1125468,1059656,1060444,163,1,false
491,0,65024,65024,1125468,1126000,1060444,1060976,164,1,false
492,3,65024,65024,1126000,1128068,1060976,1063044,29,1,false
493,3,65024,65024,1128068,1130136,1063044,1065112,30,1,false
494,3,65024,65024,1130136,1132204,1065112,1067180,31,1,false
495,3,65024,65024,1132204,1134272,1067180,1069248,32,1,false
496,0,65057,65057,1134272,1135828,1069215,1070771,165,1,false
497,0,65057,65057,1135828,1137128,1070771,1072071,166,1,false
498,0,65057,65057,1137128,1138428,1072071,1073371,167,1,false
499,0,65057,65057,1138428,1139728,1073371,1074671,168,1,false
500,0,65088,65088,1139728,1141284,1074640,1076196,169,1,false
501,0,65088,65088,1141284,1142584,1076196,1077496,170,1,false
502,0,65088,65088,1142584,1143884,1077496,1078796,171,1,false
503,0,65088,65088,1143884,1145184,1078796,1080096,172,1,false
504,3,65088,65088,1150640,1152708,1085552,1087620,33,1,false
